year,commentid,form_letter,org_type,comment,stance_1_cat3
2020,FNS-2020-0038-2818,,Academic researchers,"To Whom It May Concern:
On behalf of the 67,000 primary care pediatricians, pediatric medical subspecialists, and surgical specialists of the American Academy of Pediatrics (AAP) who are committed to the attainment of optimal physical, mental, and social health and well-being for all infants, children, adolescents, and young adults, we appreciate this opportunity to provide comments on the Department of Agriculture’s (USDA) proposed rule regarding the National School Lunch and School Breakfast Program. Given the current COVID-19 pandemic as well as the expected release of the 2020-2025 Dietary Guidelines for Americans, we strongly urge USDA to withdraw this proposed rule and instead focus efforts on ensuring all families receive adequate federal nutrition assistance, including those who have become newly eligible for programs due to a loss of family income and those who are uniquely vulnerable such as children in immigrant families, families with newborns, and those living in rural areas or those where transportation is a challenge.
The ongoing COVID-19 pandemic has closed schools for in-person instruction throughout the country, led to record unemployment claims filed, and left families without adequate resources to feed their children. Now is not the time to impose bureaucratic barriers or confusion for schools as they deal with virtual learning, alternative food delivery models, and prepare to re-open their doors in the future. Because some children will have spent considerable time away from the usual school meals programs where they receive balanced, nutritious foods, once schools are able to resume normal operations, good nutrition will be more critical than ever. The proposed rule published by USDA does the opposite and is a step backwards. Under the guise of more flexibility, USDA’s proposed rule would weaken the nutritional quality of the school meals program.
Good nutrition is essential to health and good health is essential to effective learning. The National School Lunch program provides nutritionally balanced, low‐cost or free lunches to more than 30 million children each school day. Prior to the pandemic, roughly 14 million children received breakfast in their school. Given the double burden of food insecurity and obesity facing our children, it is essential that the meals children receive in school are nutritionally sound and based on the best available nutrition science. Children typically consume up to half of their daily calories in school, and for some children, the only food they eat each day comes from the federal school meals programs.
Today, almost one in three children lives in a household where food is scarce, and nearly one in three children and adolescents have overweight or obesity, we must redouble our efforts to replace unhealthy, nutrient-poor foods in schools with healthy, nutritious options. The importance of healthy school meals has taken on new urgency during the ongoing COVID-19 pandemic which has left many more families unable to afford healthy, nutritious meals at home and even more reliant on federal nutrition programs such as the school meals program. Updated school lunch standards required under the 2010 Healthy, Hunger-Free Kids Act (HHFKA) and implemented in 2012 ensure that children have access to healthy school meals with more servings of fruits, vegetables, and whole grains. According to USDA, the vast majority of schools currently comply with these standards, and our school food service personnel deserve tremendous credit for this success.i
AAP is disappointed that USDA’s proposed rule makes changes to the standards required under the HHFKA. Researchers estimate that the 2012 changes to the standards will prevent more than 2 million cases of childhood obesity and save up to $792 million in health-care related costs over ten years. Recent studies show that under the HHFKA standards, children’s eating habits are improving.ii Students of all ages are choosing lunches with higher nutritional quality and lower calories per gram and consuming more fruits and larger shares of their entrees and vegetables.iii USDA’s own research shows that plate waste has not increased with implementation of the HHFKA standards.iv Parents and teachers are also experiencing healthier eating habits because of the higher nutrition standards for foods sold in schools. The proposed changes in this rule could jeopardize this progress.
This proposed rule is the Administration’s second attempt to weaken nutrition in schools this year. Earlier this year, USDA issued a proposed rule that, if finalized, would lead to children eating less fruit at breakfast, fewer varieties of vegetables, and less healthy lunch options. We are disheartened that the agency is proposing to make even further changes to school meal standards that would weaken the nutritional quality of the school meals program. Continually weakening the standards does not provide more stability and consistency for schools or industry. On the contrary, it continuously changes the goalposts for school efforts and industry reformulation.
In addition to being released as the country deals with the effects of the COVID-19 pandemic, this rule is untimely given the imminent release of the 2020-2025 Dietary Guidelines for Americans (DGA). As the proposed rule notes, federal law requires that school meals be consistent with the goals of the latest DGA. Given that the 2020-2025 DGA are expected to be released this month at the conclusion of a two-year scientific process carried out by HHS and USDA, this proposed rule is premature. Because this rule was released before the DGA, we are unable to determine if the proposed changes to the sodium, whole grains, and milk standards are consistent with the latest dietary recommendations of the DGA, however, the changes proposed in this rule are inconsistent with the existing 2015-2020 DGA. As children’s diets now rarely align with the recommendations from the DGA, it is especially important for any new nutritional standards for school meals to closely mirror the guidance in the latest DGA.
Children deserve the best possible chance at success, and this means having access to healthy meals while they are in and outside the classroom. It may take offering healthy foods two, three, or even four times, it may take adults modeling good habits for children, and it may take creativity from food service providers. Implementation challenges schools face should be addressed through additional technical assistance, such as: time of day and length of time to eat; involving students in taste tests and meal planning; renaming and presenting the food in kid-friendly and appealing ways; providing adequate kitchen equipment; improving nutrition education; and scheduling recess before lunch. That is a commitment we can and should take on: to continue offering nutritious school meals for children. Anything less would jeopardize the tremendous progress made to date and would be a step back for child nutrition.
Thank you for the opportunity to provide these comments. Please don’t hesitate to contact Tamar Magarik Haro in AAP’s Washington Office at 202-347-8600 or tharo@aap.org should you have any questions. We look forward to working with you to ensure children have access to nutritious meals throughout the school day.
Sincerely,
Sara H. Goza, MD, FAAP President",In favor of original HHFKA
2020,FNS-2020-0038-2830,,School,"Please do not change the meal requirements for school meals.  I am the Food Service Director for 2 school districts in Minnesota.  I know that the sodium and whole grain requirements are attainable for Food Service programs.  Children need to eat less processed foods, and more scratch prepared meals that are lower in sodium and have more whole grains.  The flavored milk is not needed either, kids will drink white milk.  Today&#39;s youth need to improve their eating habits, and the only way to change what children eat is to change what you offer them.",In favor of original HHFKA
2020,FNS-2020-0038-2831,,Advocacy,"To whom it may concern:
Thank you for the opportunity to comment on the U.S. Department of Agriculture’s (USDA) proposed rule entitled, “Restoration of Milk, Whole Grains, and Sodium Flexibilities” (85 FR 75241). The proposed rule would reinstitute the changes to the School Breakfast Program (SBP) and National School Lunch Program (NSLP) sodium, whole grains, and flavored milk requirements (83 FR 63775, December 12, 2018). Those changes were widely opposed by the public1 and invalidated by a federal court over a lack of notice on key provisions.2 We urge that this proposed rule be withdrawn in its entirety.
The National Disability Rights Network (NDRN) is the non-profit membership association of Protection and Advocacy (P&A) agencies that are located in all 50 States, the District of Columbia, Puerto Rico, and the United States Territories. In addition, there is a P&A affiliated with the Native American Consortium which includes the Hopi, Navajo and San Juan Southern Paiute Nations in the Four Corners region of the Southwest. P&A agencies are authorized under various federal statutes to provide legal representation and related advocacy services, and to investigate abuse and neglect of individuals with disabilities in a variety of settings. The P&A Network comprises the nation’s largest provider of legally-based advocacy services for persons with disabilities, including advocacy on education and nutrition assistance.
The importance of healthy school meals has taken on new urgency during the ongoing coronavirus outbreak. Given the severe economic impacts of COVID-19, more children will likely continue to qualify for free or reduced-priced school meals. For many of these children, school breakfast and lunch may be the only nutritious meals they will consume in a day. The percentage of people experiencing food insecurity since the pandemic began has doubled overall and tripled among households with children.3 Additionally, access to nutritious breakfasts and lunches during school helps combat childhood hunger4 and improve academic achievement and test scores while reducing absenteeism, tardiness and discipline referrals5. These rollbacks fail to put children’s health and educational achievement first.
Thanks to the Healthy, Hunger-Free Kids Act of 2010 (HHFKA), school meal, snack, and beverage standards were updated, access to free school meals was expanded, along with numerous other important provisions. The HHFKA is widely considered a significant public health success. Schools have made extraordinary progress toward serving healthier meals with less sodium, more whole grains, fruits, and vegetables, and removing soda, other sugary drinks, and unhealthy snack foods. Weakening these standards runs contrary to USDA’s 2019 School Nutrition and Meal Cost Study (SNMCS). This study is the first nationally-representative study to assess school meals after HHFKA and found that the nutritional quality of school lunches and breakfasts, measured by the Healthy Eating Index (HEI-2010) scores,6 increased by 41 percent and 44 percent, respectively, between school years 2009-10 and 2014-15.7 The study also found that schools made significant progress on whole grains8 and sodium reduction9; a majority of schools met daily meal components, especially for fruits and vegetables10; schools with healthier meals experienced higher participation rates in the program11; and plate waste remained the same.12
Weakening the standards will increase disparities in healthy food access. Prior to HHFKA, students in more affluent and large schools were more likely to have access to healthier foods than those in under resourced and small schools in states with weaker standards than states with stronger standards.13 The SNMCS found that the nutritional quality of school meals empowered by HHFKA is the same across socioeconomic status and race and ethnicity.14 Further, few states have policies on meal standards such as whole grains and flavored milk that would protect children from these rollbacks.15
The 2012 updates to school nutrition standards reflect sound science, support children’s health, and were developed in alignment with the 2010-2015 Dietary Guidelines for Americans (DGA)16 and the National Academies of Sciences, Engineering, and Medicine (NASEM, formerly Institute of Medicine) 2009 report School Meals: Building Blocks for Healthy Children.17 Weakening these standards is a further departure from aligning school meals with the DGA and is not supported by the science or expert dietary advice.
Although Executive Orders 12866 and 13563 require agencies to assess costs and benefits of regulatory actions and select approaches that maximize net benefits, including the effect on public health and equity, USDA did not do these assessments for this proposed rule, nor did they consult the public health or medical communities. Further, USDA has not released the Civil Rights Impact Analysis for this proposed rule.
We oppose the proposed seven-year delay (from School Year 2017-2018 to School Year 2024-2025) of the second sodium reduction targets (Target 2) and elimination of the third sodium-reduction targets (Target 3). USDA noted in the 2018 interim final rule (IFR) that first rolled back these standards that they intended to re-evaluate the sodium reduction targets with the release of the 2020-2025 DGA.18 Similarly in this proposed rule, USDA notes that the law, “requires that school meals are consistent with the goals of the latest Dietary Guidelines for Americans (Dietary Guidelines).” Therefore, the Department should wait until after the 2020-2025 DGA are issued given its imminent release. 19 Further, many schools, food service companies, and others in industry have already made healthy and appealing meals and products with less sodium and rolling back these standards will reduce demand for lower-sodium products, making it harder for schools that want to offer lower-sodium products to do so.
We oppose weakening the whole grain standard from 100 percent of grains served being whole grain-rich to only 50 percent. This change is inconsistent with the DGA and does not support children’s health. USDA’s 2018 IFR showed that the vast majority of schools (85 percent) were meeting the 100 percent whole grain-rich standard.20 Similarly to rolling back sodium standards, rolling back the whole-grain-rich standard will make it harder for schools that want to continue to offer 100 percent whole-grain-rich to do so. Anecdotally, several school food service directors have stated that the whole-grain-rich products they were successfully offering are no longer available, and as a result they have been forced to switch to a non-whole-grain-rich option.
We oppose allowing flavored low-fat (1 percent) milk for school meals and as a competitive food. The current standards that allow plain or flavored fat-free milk and plain low-fat milk are based on expert recommendations from the NASEM’s 2009 report.21 Those recommendations disallowed flavored low-fat milk because it would provide more calories and likely exceed the calorie maximum for school meals. The 2015 DGA similarly recommended, “increasing the proportion of dairy intake that is fat-free or low-fat milk” and “reducing the intake of added sugars” such as those in flavored milk.22 Similarly, the Robert Wood Johnson Foundation’s Healthier Beverage Guidelines recommend only plain fat-free and low-fat milk for children and adolescents.23 While the calorie ranges for age groups and grade were intended to limit meals with excessive amounts of added sugar, flavored skim milk is the most sugary item in breakfast and lunch24 and flavored low-fat milk will likely exacerbate this trend.
In addition, this proposed rule is part of a larger effort to roll back the nutrition standards and weaken the program. We are also concerned about the timing of this proposed rule and shortest possible 30-day comment period is problematic. As mentioned earlier, this proposed rule is premature, given the imminent release of the 2020-2025 DGA.25 Because this rule was released before the DGAs, the public and other stakeholders are not able to determine if the proposed changes to the sodium, whole grains, and milk standards are consistent with the latest dietary recommendations. The 30-day comment period may also make it difficult for stakeholders to comment. Many schools and impacted organizations are dealing with COVID-related feeding issues and are not able to devote adequate time to preparing comments. Executive Order 12866 advises that agencies should generally provide, at a minimum, at least 60 days for public comment.26
These rollbacks are counter to sound science, will harm children’s health, increase disparities, and dissuade industry innovation. Instead of weakening nutrition standards, we urge the administration to provide the technical assistance needed to support schools struggling with meeting the existing standards, and reconsider science-based standards that are consistent with the most recent DGA. Please contact Cyrus Huncharek, Senior Public Policy Analyst, at cyrus.huncharek@ndrn.org should you have any questions or concerns with these comments.
Sincerely,
Curtis L. Decker
Executive Director",In favor of original HHFKA
2020,FNS-2020-0038-2833,,Advocacy,"On behalf of more than 9,000 pediatric nurse practitioners (PNPs) and pediatric-focused advanced practice registered nurses (APRNs) committed to providing optimal health care to children, the National Association of Pediatric Nurse Practitioners (NAPNAP) is grateful for the opportunity to comment on November 25, 2020 proposed rule (FNS-2020-0038; 85 Fed. Reg. 228; pp. 75241-75261) to codify proposed changes to allow operators of the National School Lunch and School Breakfast Programs to permanently offer flavored, low-fat milk, to allow half of weekly grains in those programs to be whole-grain rich, and to delay implementation of gradual sodium reduction requirements. NAPNAP and its members oppose this proposed weakening of school nutrition standards that are critically important to children during the ongoing coronavirus public health emergency and we urge you to withdraw the proposal and work with children&#39;s health providers to improve school meals.",In favor of original HHFKA
2020,FNS-2020-0038-2835,,Constituent,"Ms. Namian:<br/><br/>I am deeply disappointed with USDA&#39;s decision to once again propose a rule that would continue the rollback of healthy nutrition standards for school meals. This last-ditch, lame duck effort to sustain existing rollbacks will make permanent weaker nutrition standards for whole grains, sodium, and milk. It seems absolutely absurd that we would want worse health for our children and therefore our whole population, which will just raise healthcare costs and other problems<br/><br/>During this time of unprecedented food insecurity rates and health disparities, our nation&#39;s children need strong, evidence-based nutrition standards that support their learning, health, and well-being.  School meals should be consistent with the Dietary Guidelines for Americans, including serving whole-grains and limiting sodium and fat.<br/><br/>I strongly oppose this proposal to secure nutrition standards roll backs, and support the original, evidence-based healthy school meal standards. Research has shown the positive impact of the original healthy school meal nutrition standards on school food offerings, school meal disparities, and student nutrition-related outcomes. We should be supporting better health for our students of all income levels. <br/><br/>In addition, USDA should extend the comment period to 60 days. It is not productive and is frankly pretty slimy to railroad this damaging rule through with only a 30-day comment period over the holidays.<br/><br/>[RE: USDA Docket ID FNS-2020-0038]",In favor of original HHFKA
2020,FNS-2020-0038-2852,,Advocacy,"[RE: USDA Docket ID FNS-2020-0038]<br/><br/>Dear Ms. Namian:<br/><br/>On behalf of the San Francisco Community Clinic&#39;s 11 partner health centers who provide comprehensive primary care for more than 96,000 San Franciscans, almost all of whom have incomes below 200% FPL, we are disappointed with USDA&#39;s decision to again propose a rule that would continue the rollback of healthy nutrition standards for school meals. We oppose this effort to sustain existing rollbacks that would make permanent weaker nutrition standards for whole grains, sodium, and milk.<br/><br/>During this time of unprecedented food insecurity rates and health disparities, our nation&#39;s children need strong, evidence-based nutrition standards that support their learning, health, and well-being.  School meals should be consistent with the Dietary Guidelines for Americans, including serving whole-grains and limiting sodium and fat.<br/><br/>We strongly oppose this proposal to secure nutrition standards roll backs, and support the original, evidence-based healthy school meal standards. Research has shown the positive impact of the original healthy school meal nutrition standards on school food offerings, school meal disparities, student nutrition-related outcomes, and health outcomes.<br/><br/>In addition, USDA should extend the comment period to 60 days. It is not productive to rush this damaging rule through with only a 30-day comment period over the holidays.<br/><br/>Sincerely, <br/><br/>Merrill Buice, MPH, MCP <br/>Director, Health Care Coverage &amp; Access <br/>San Francisco Community Clinic Consortium <br/>2720 Taylor St, Suite 430, <br/>San Francisco, CA 94133 <br/><br/>[RE: USDA Docket ID FNS-2020-0038]",In favor of original HHFKA
2020,FNS-2020-0038-2860,,Constituent,"Ms. Namian:<br/><br/>I am appalled at USDA&#39;s decision to propose -- AGAIN! -- a rule that would continue to rollback healthy nutrition standards for school meals. This is an obscene attempt to make permanent weaker nutrition standards for whole grains, sodium, and milk. <br/><br/>Children in this nation need goof nutrition, based in scientific evidence. We see unprecedented food insecurity rates and health disparities.  School meals should be consistent with the Dietary Guidelines for Americans, including serving whole-grains and limiting sodium and fat.<br/><br/>I strongly oppose this proposal to secure nutrition standards roll backs, and support the original, evidence-based healthy school meal standards. Research has shown the positive impact of the original healthy school meal nutrition standards on school food offerings, school meal disparities, and student nutrition-related outcomes.<br/><br/>In addition, I insist that USDA extend the comment period to 60 days. It is frankly a disgrace to attempt to ram this damaging rule through with only a 30-day comment period over the holidays.<br/><br/>[RE: USDA Docket ID FNS-2020-0038]",In favor of original HHFKA
2020,FNS-2020-0038-2865,,Academic researchers,"I am a Licensed and Registered Dietitian with a Master&#39;s degree in Public Health Nutrition. I have worked with USDA Child Nutrition Programs for seven years. I&#39;m writing to oppose the flexibility to reduce the whole grain-rich requirement in NSLP and SBP to half the weekly grains. According to the 2015-2020 Dietary Guidelines for Americans, ""intakes do not meet the recommendations for whole grains and exceed limits for refined grains. Average intakes of whole grains are far below recommended levels across all age-sex groups, and average intakes of refined grains are well above recommended limits for most age-sex groups."" The whole grain-rich (WGR) criteria already allows for grain products to contains only 50 percent whole grains and the remaining grain content of the product must be enriched. If we only strive for 50% WGR in NSLP and SBP, that could result in a minimum of 25% whole grains offered per week. This is not in line with the Dietary Guidelines recommendation of making at least half of your grains whole grains.<br/><br/>The USDA Child Nutrition Programs are public health programs, and as such, they should be set up to provide only the healthiest choices. We know from public health and behavioral economics that making the healthy choice the easy choice (or default choice) is a successful way to help people make healthy choices. If we make the default choice of NSLP and SBP meals less healthy, it will be even harder for students to make those healthy choices and build lifelong healthy habits and preferences. Successful public health efforts have also taught us that big changes take time. It can take many years for an entire population to shift behaviors and norms for the better, and we haven&#39;t given this change enough time to see it through. We shouldn&#39;t give up on it too early. Backing down on the whole grain-rich rules now will only set us back on our national public health nutrition goals. If we want to meet our goals, we need to start young and set up the default choices as the model for healthy meals.",In favor of original HHFKA
2020,FNS-2020-0038-2883,,Academic researchers,"December 28, 2020<br/><br/>Re: Restoration of Milk, Whole Grains, and Sodium Flexibilities; Request for Comments, Docket No. FNS-2020-0038<br/><br/>Dear Tina Namian:<br/><br/>I am writing to respectfully request that the U.S. Department of Agriculture (USDA) grant an extension of 60 days on the comment period for the Food and Nutrition Service&rsquo;s (FNS) proposed rule entitled: &ldquo;Restoration of Milk, Whole Grains, and Sodium Flexibilities&rdquo; (85 FR 75241). I, along with the vast majority of the public, ,  strongly oppose the proposal since it would reinstitute the school nutrition changes on sodium, whole grains, and flavored milk (83 FR 63775, December 12, 2018).<span style='padding-left: 30px'></span><br/><br/>I am a pediatric hospitalist at Kaiser Permanente in San Francisco and Santa Clara, California and have a deep interest in preventive health, social determinants of health, and reducing healthcare costs. The views represented in this letter are my own. My relevant prior experience includes working for three years in an urban, public safety-net health system providing care to children primarily insured through Medicaid whose families rely heavily on the SNAP. For the last two years, I have worked with Alameda County to evaluate and implement food as medicine programs, including food pharmacies. I am also a trained chef and have taught cooking and nutrition classes in urban, underserved communities who struggle with food insecurity and have consulted for schools and worked with food banks to address food insecurity through the school meal program as well as school-based food pantries. Most importantly, I believe that access to adequate nutrition allows children to develop healthy lifelong habits and thrive.<br/><br/>This letter includes comments on the following topics:<br/><br/>A)<span style='padding-left: 30px'></span>Timing and Length of Comment Period <br/>B)<span style='padding-left: 30px'></span>The Beneficial Effects of the School Meal Program <br/>C)<span style='padding-left: 30px'></span>The Beneficial Effects of Whole Grains<br/>D)<span style='padding-left: 30px'></span>Beverages and Added Sugars <br/>",In favor of original HHFKA
2020,FNS-2020-0038-2887,,School,"<br/>December 28, 2020<br/><br/>Tina Namian, <br/>Chief, School Programs Branch, <br/>Policy and Program Development Division, Food and Nutrition Service<br/>320 Braddock Place, 4th Floor<br/>Alexandria, Virginia 22314<br/><br/>RE:  Comments on Docket ID FNS-2020-0038<br/><br/>Dear Ms. Namain:<br/><br/>The Vermont Agency of Education, Child Nutrition Programs welcomes the opportunity to comment in response to USDA&#39;s proposed rule on the Restoration of Milk, Whole Grains, and Sodium Flexibilities. We are the State agency in Vermont responsible for the National School Lunch Program (NSLP), School Breakfast Program (SBP), Summer Food Service Program (SFSP), the Child and Adult Care Food Program (CACFP), and USDA Foods Distribution. <br/><br/>First, we would like to raise concerns regarding the timing of the comment period for the proposed rule. These proposed changes to the meal pattern have long been controversial, as evidenced by the 86,247 comments received by FNS on the 2017 Interim Final Rule and multiple related legal challenges. Therefore, we find it very concerning that FNS issued this proposed rule the day before Thanksgiving, with comments due on the first working day after Christmas. This timing right in the middle of the holiday season likely suppresses the public&#39;s ability to hear about and respond to the proposed rule. In addition, the added challenges faced by program operators, families, and state agencies as a result of the COVID-19 global pandemic mean that many impacted parties are unlikely to have the bandwidth to read the rule and submit comments. We urge FNS to consider extending the comment period for a further 30 days. <br/><br/>Second, we would like to address the proposed changes to the whole grain rich requirement.  We do not support the changes to this requirement proposed by FNS. In 2019, when USDA relaxed the whole grain-rich requirement nationally, the Vermont State agency chose not to implement these flexibilities in Vermont for the NSLP and SBP. At the time we wrote: <br/><br/>""In 2012, USDA implemented new requirements for the nutritional value of foods served through the National School Lunch Program (NSLP) and School Breakfast Program (SBP). One of the changes to the ""Meal Pattern"" was a requirement that all grain items offered in the NSLP and SBP be whole grain-rich. This means that the grain item contains at least 50 percent whole grains, and the remaining grain content comes from enriched flour. The requirement was phased-in. In the first years of implementation, only  of the grain items served had to be whole grain-rich. Starting in 2014-2015, all grains were required to be whole grain-rich. <br/><br/>Implementation of the whole grain-rich requirement was initially challenging. Students were used to white flour products, and the food industry had not yet innovated to supply a wide variety of high-quality items that met the requirements. Items like whole grain-rich pasta required new preparation methods, which took additional training. However, these requirements have now been in effect for five years, and in Vermont we see very high rates of compliance. Food service managers have developed the recipes and skills to meet the new requirements. The food industry has developed a wide variety of quality whole grain-rich products. Local Vermont companies have been especially innovative and numerous Vermont bakeries produce bread, bagel and pizza items that meet the requirements. The Vermont New School Cuisine Cookbook includes kid-tested foodservice recipes for whole grain-rich biscuits, muffins, pancakes, pizza-dough, corn bread and many whole grain-based salads. In addition to publishing the cookbook, Vermont Child Nutrition Programs has provided numerous trainings on cooking with whole grains at our annual Summer Institute trainings and our annual TriState conference. Students are now familiar with the whole grain-rich products and we see high rates of student acceptance with the new products. For students in grades PreK-4, whole grain rich products are the only grain items they&#39;ve ever seen on their trays. Over the period since the new meal pattern went into effect, the overall number of lunches served in Vermont has decreased slightly, but the overall number of breakfasts has increased. During this same time period student population was declining, and we have not analyzed the data to see if the decline in enrollment accounts for some or all of the decline in number of lunches served.""<br/><br/>Vermont has continued to maintain this requirement in the years since, meaning children and industry have had even more time to adjust.  <br/><br/>Comment Continued in attached letter<br/><br/>Sincerely,<br/><br/>Mary Rose Krueger<br/>State Director of Child Nutrition Programs<br/>Vermont Agency of Education <br/><br/>",In favor of original HHFKA
2020,FNS-2020-0038-2898,,Constituent,"Dear Ms. Namian,<br/><br/>We at The Greater Boston Food Bank are writing to express our disappointment with USDA&#39;s decision to once again propose a rule that would continue the rollback of healthy nutrition standards for school meals.<br/><br/>During this time of unprecedented food insecurity rates and health disparities, particularly within our service area of Eastern Massachusetts, our children need strong, evidence-based nutrition standards that support their learning, health, and well-being. As research shows, low-income students receive approximately half of their daily calories from school breakfast and lunch. School meals should be consistent with the Dietary Guidelines for Americans, including serving whole-grains and limiting sodium and fat.<br/><br/>We strongly oppose this proposal to roll back nutrition standards and support the original, evidence-based healthy school meal standards. Research has shown the positive impact of the original healthy school meal nutrition standards on school food offerings, school meal disparities, and student nutrition-related outcomes. And hunger and health go hand in hand. In 2016 alone, hunger increased Massachusetts&#39; health-related spending by an estimated $2.4 billion.<br/><br/>Our children deserve to live healthy and prosperous lives. We urge you to reconsider this rule proposal.<br/><br/>Sincerely,<br/><br/>Catherine Drennan<br/>Senior Director, Communications and Public Affairs<br/>The Greater Boston Food Bank<br/><br/>[RE: USDA Docket ID FNS-2020-0038]",In favor of original HHFKA
2020,FNS-2020-0038-2911,,Constituent,"Ms. Namian:<br/><br/>[RE: USDA Docket ID FNS-2020-0038]<br/><br/>I am commenting on behalf of the Coalition on Human Needs, an alliance of organizations representing human service providers, people of faith, labor, civil rights, and policy expert groups, and other advocates focused on meeting the needs of people with low incomes.  Our members represent many thousands of people nationwide.  We urge you to withdraw the rule to continue the rollback of healthy nutrition standards for school meals. This rule will make permanent weaker nutrition standards for whole grains, sodium, and milk.<br/> <br/>We are particularly concerned that you would once again attempt to overturn sound nutritional standards during this period of alarming increases in food scarcity.  The most recent findings from the U.S. Census Bureau&#39;s Household Pulse Survey (covering the period of November 25-December 7) show extremely high proportions of adults living with children reporting that their households ""sometimes or often did not have enough to eat"" in the preceding 7 days.  That was true of 17.5 percent of all adults living with children (14.3 million people).  Because communities of color are disproportionately poor and have been disproportionately affected by COVID-19, about one in four Hispanic and Black people in households with children did not have enough to eat in the previous week.  Nearly one in four (23.6 percent) in households where children get free school meals said they sometimes or often did not have enough to eat.  <br/><br/>We emphasize this point because inability to afford enough food makes it all the more important that school meals are as nutritious as possible.  It is well known that families struggling with poverty are forced to rely on foods with more empty calories and sodium.  School meals should protect children&#39;s health by offering something better.  <br/><br/>There is considerable research showing how important adequate nutrition is for children&#39;s healthy development and school performance.  At a time when it is especially difficult for children in families with low incomes to manage school, children should not have to face the additional difficulty of inadequate nutrition. School meals should be consistent with the Dietary Guidelines for Americans, including serving whole-grains and limiting sodium and fat.<br/><br/>Please withdraw this proposed rule and in addition extend the comment period to 60 days, so more people have the opportunity to comment.  When comments were sought when USDA first tried to impose this rollback of standards, over 90 percent of those commenting opposed such a move.  Now, when schools have had the opportunity to meet the standards with success, it is both unnecessary and harmful to children to roll them back.<br/><br/>Sincerely yours,<br/>Deborah Weinstein<br/>Executive Director, Coalition on Human Needs<br/>",In favor of original HHFKA
